Nombre_d_eleves,latitude,longitude
151.0,45.595816292241366,4.798820447063389
249.0,45.689686610835764,4.935249999619873
254.0,45.73796546512345,5.012470294821392
281.0,45.69987946622415,4.829699754701035
86.0,45.87644801457185,4.644869683679713
81.0,45.682484750483894,4.525910399659499
66.0,45.655446218323995,4.4204698157878095
69.0,45.612776688558604,4.5000299825409815
223.0,45.61959341279547,4.6778505147800455
117.0,45.68062921166748,4.705199520381063
137.0,45.87469586404107,4.771189715602394
179.0,45.83492001400281,4.770910467021872
215.0,45.815026321303215,4.820659380137808
293.0,45.810765919808944,4.794440407286827
221.0,45.77362232647395,4.819050350734157
346.0,45.76633948482976,4.847070335656902
222.0,45.76828942451338,4.843059463478103
146.0,46.001617463884536,4.6453702746814205
238.0,45.99039091972766,4.714859839477473
114.0,45.81553080996585,4.718059705488979
209.0,45.67323830884058,4.819159728011175
124.0,45.85889967451157,4.474789353791526
100.0,46.15603335828085,4.5860498498326265
162.0,45.68286648807904,4.638389776738861
296.0,45.82487084059208,4.840800291444257
103.0,45.76954789776286,4.740519667034331
318.0,45.76412383981525,4.9616096929276
84.0,45.79073344643194,4.824909639483793
116.0,45.60800541335173,4.779409719572853
131.0,45.695211117778655,5.028980189911526
73.0,46.09919627631154,4.321490186700502
177.0,45.646576023754555,5.013639868058654
166.0,45.97425030529789,4.7038804767884965
54.0,45.71854326607072,4.789430449216209
102.0,45.70514898493593,4.814700553280066
144.0,45.763960608483934,4.8769200468914455
251.0,45.72079788753628,4.6965201098759835
364.0,45.77020483312606,4.972050588646817
273.0,45.73634438907929,4.762080390024359
118.0,45.60489382825217,4.810990138354197
215.0,45.86637205887996,4.745270559734503
394.0,45.653757033698,4.9863099828682715
151.0,45.81382303831565,4.7182396978159575
129.0,45.652002599041126,4.794260213427335
102.0,46.22258820591285,4.51696983205266
203.0,45.648948257153215,4.7947699736834855
256.0,45.8228287257693,4.895310630789812
251.0,45.83548928766445,4.772459568755958
350.0,45.77924786184799,5.0194494630301305
133.0,45.79804999404927,5.046699442134521
110.0,45.79041467597626,4.825349748779239
194.0,45.78755674038687,5.042419551311699
148.0,45.76630159531892,4.843439743842055
122.0,45.73788238860371,5.013339449626752
302.0,45.955971694245605,4.6933002905614005
150.0,45.76688828374734,4.851779833080856
117.0,46.05779689309021,4.594680187297316
165.0,45.772070620416635,4.8673296429901995
350.0,45.74383875225829,4.8232405194262995
121.0,46.11410548335132,4.675209900013477
214.0,45.68861558542634,5.028680487421008
292.0,45.874357668187095,4.70872947755726
87.0,45.86699494550748,4.832470414984048
383.0,45.751836203139995,4.913020332646905
293.0,45.72816769534187,4.99941015878742
253.0,45.60468947552821,4.77920956862472
314.0,45.60545971663321,4.8281798031903165
100.0,45.698265705350686,4.676330320938465
38.0,46.24051881607448,4.437353365510292
50.0,46.03620802008523,4.30274024054278
166.0,45.821977207602146,4.839889592279441
130.0,45.77205285200082,4.8232603287023785
73.0,45.639878192668114,4.68427002261859
243.0,45.66683005130393,4.863640602603737
97.0,45.6801557008403,4.763039836421594
157.0,45.734093434617826,4.898940438279977
407.0,45.76894167064821,4.941219358239065
363.0,45.7741649652045,4.8330494651941365
237.0,45.834428649680994,4.648240479497648
70.0,45.98505272002805,4.382840482290258
131.0,45.792866608745406,4.845280583693655
247.0,45.76089193259755,4.891200602331844
187.0,45.77558405060133,4.810879442026277
236.0,45.97237037171126,4.330570480791378
129.0,45.66700905140357,4.756810615312039
190.0,45.69065793492496,4.80642011916039
255.0,45.76657809686677,4.846580242534813
301.0,45.715560977050046,5.127059799713093
149.0,46.11872112672836,4.615449852226481
257.0,45.70791447212394,4.805600363611767
240.0,45.678590319508494,4.865799606257892
234.0,45.74182216244429,4.822340408659247
36.0,45.7836653085893,5.004749754043116
26.0,45.7761293869857,4.811920650519316
18.0,45.91565534275455,4.711620496336353
5.0,45.83121333701438,4.806919416571564
35.0,47.440589207061535,5.573539942011851
116.0,46.802842655969236,4.445649753083174
77.0,46.64660225762884,4.3196495393452965
41.0,46.645669051865646,4.339240084051308
218.0,47.993108924488524,0.1938603595796966
29.0,48.00237893377364,0.18010060510527567
145.0,45.68559188661154,5.904739898802445
150.0,45.62906865684916,5.8946893639197695
27.0,46.12040197136323,6.125090474400347
27.0,45.919135639592284,6.143110320928103
251.0,48.85697013176734,2.3647995584674604
462.0,48.89030230065301,2.385669735353628
92.0,48.888246106235606,2.3748303170597365
18.0,48.84304394358521,2.308419536482186
144.0,48.84842710313388,2.270930344405105
39.0,48.86677717642529,2.3538193890263543
128.0,49.4467513411121,1.075289484523634
294.0,49.42691941224728,1.0784994267072114
202.0,49.44058418074524,1.0873993251106542
138.0,49.43642563099087,1.0812396742836907
121.0,49.453049203616686,1.0665395046328598
84.0,49.53931548247875,0.3135106565677865
145.0,49.56624636138538,0.3119493211756714
79.0,49.50773044998346,0.3617704128884303
102.0,49.54658026963406,0.4150302194783536
43.0,49.66109199241501,1.3464900761127192
76.0,49.63643841644118,1.2945205984469443
37.0,49.49352640105352,1.4815393500226506
40.0,49.69351059896664,1.6360899897884067
26.0,49.79591390266498,1.045359570243347
53.0,49.75763608097299,0.9622901860309596
141.0,49.921970399837505,1.074909510601617
136.0,49.959154906855936,1.1840206260893706
82.0,49.922011967444426,1.0756093896482852
53.0,49.73662679892665,0.8247599927012605
113.0,49.68903993485238,0.8097195271933759
130.0,49.44226260205151,1.1482305493340002
238.0,49.471229829094526,1.1194301513227891
46.0,49.476849662102644,1.3011003237971732
81.0,49.42215772371769,1.1782502263855352
101.0,49.432518454865004,1.1564604916404913
112.0,49.46643082753282,1.1614196879882832
50.0,49.569013670723656,1.4279902687768555
115.0,49.75511596011515,0.6910302476350312
21.0,49.806524085251596,0.6023401474315829
119.0,49.408635047749726,1.2416404878988183
115.0,49.573533229267255,0.478750541032761
50.0,49.56552901781895,0.4689802206763746
75.0,49.619880003839576,0.4767100811469791
44.0,49.58265141816826,0.3909293837892569
54.0,49.615346640362866,0.4995294678345139
47.0,49.582182311394995,0.5981006237386286
49.0,49.861876266168316,1.7085893940213894
52.0,49.605450207598714,1.2236902213285574
126.0,49.54410827642492,1.0741702122895127
43.0,49.56383367815978,1.2456896886775946
50.0,49.665499296032046,0.22059955142927687
23.0,49.71709446049922,0.2524105963758903
50.0,49.70037837007772,0.2566497884768174
48.0,49.68250823113008,0.20746006760975286
86.0,49.55480195950203,0.7243493735401874
70.0,49.50726966004857,0.7248506119159005
25.0,49.80800395641379,1.4232099402614689
23.0,49.79344609821185,1.4370003351806238
39.0,49.769458956819314,1.0480998679629294
27.0,49.821042144828425,1.1198101096068769
113.0,49.79885592072986,1.1362194035811464
119.0,49.495366740448205,0.5670693971357725
97.0,49.49389018476343,0.56495957632752
94.0,49.543185475329025,0.5551405771982345
49.0,49.69506191148734,1.4930005279997371
353.0,49.48974597840365,0.14257935967770888
190.0,49.454868197008686,1.047499745909752
82.0,49.56269647917968,0.8652597862452066
109.0,49.56435766880479,1.0062207020280909
33.0,49.583025605212896,0.9785098291240428
149.0,49.6134596005144,0.9248999874971228
68.0,49.556741459627716,0.954089604957843
48.0,49.54102693793922,0.9482804232231578
90.0,49.56906304195872,0.9553803418806875
153.0,49.356622243020276,1.0994799412881229
151.0,49.37237622558336,1.1015001542200875
150.0,49.38328099597048,1.1066196892860836
69.0,49.70490317187581,1.0269303862112875
44.0,49.712340366130846,0.5087700414322784
46.0,49.69636857906917,0.5323494051488804
25.0,49.71116867522005,0.9088901479184924
118.0,49.59660073479151,0.7309699069580464
